#Archive name: /GDT/Electr_gun_47830.root, shot: 48282, kust: ENB signal: DIA1 
#Time quant: 0.100000 mks, t0: 0.000000 mks 
#Signal length: 131135 
#----------------------------------------- 
0.050000	-0.006836
0.150000	-0.006836
0.250000	-0.006836
0.350000	-0.002930
0.450000	-0.001953
0.550000	0.005859
0.650000	0.001953
0.750000	-0.001953
0.850000	-0.004883
0.950000	-0.003906
1.050000	-0.001953
1.150000	-0.001953
1.250000	-0.003906
1.350000	-0.006836
1.450000	-0.004883
1.550000	-0.004883
1.650000	-0.006836
1.750000	-0.002930
1.850000	-0.004883
1.950000	-0.007812
2.050000	-0.005859
2.150000	-0.006836
2.250000	-0.003906
2.350000	0.000000
2.450000	0.004883
2.550000	0.006836
2.650000	0.000977
2.750000	-0.001953
2.850000	-0.003906
2.950000	-0.003906
3.050000	-0.002930
3.150000	-0.005859
3.250000	-0.004883
3.350000	-0.005859
3.450000	-0.006836
3.550000	-0.006836
3.650000	-0.007812
3.750000	-0.005859
3.850000	-0.006836
3.950000	-0.005859
4.050000	-0.005859
4.150000	-0.003906
4.250000	0.000000
4.350000	0.002930
4.450000	0.001953
4.550000	-0.001953
4.650000	-0.002930
4.750000	-0.002930
4.850000	-0.005859
4.950000	-0.005859
5.050000	-0.006836
5.150000	-0.005859
5.250000	-0.007812
5.350000	-0.004883
5.450000	-0.008789
5.550000	-0.008789
5.650000	-0.005859
5.750000	-0.005859
5.850000	-0.007812
5.950000	-0.004883
6.050000	-0.004883
6.150000	0.001953
6.250000	0.005859
6.350000	0.002930
6.450000	-0.002930
6.550000	-0.000977
6.650000	-0.001953
6.750000	0.000977
6.850000	-0.004883
6.950000	-0.009766
7.050000	-0.005859
7.150000	-0.004883
7.250000	-0.004883
7.350000	-0.005859
7.450000	-0.008789
7.550000	-0.005859
7.650000	-0.003906
7.750000	-0.006836
7.850000	-0.005859
7.950000	-0.003906
8.050000	0.000977
8.150000	0.003906
8.250000	0.001953
8.350000	-0.002930
8.450000	-0.003906
8.550000	0.000000
8.650000	-0.002930
8.750000	-0.003906
8.850000	-0.004883
8.950000	-0.005859
9.050000	-0.004883
9.150000	-0.005859
9.250000	-0.006836
9.350000	-0.005859
9.450000	-0.008789
9.550000	-0.007812
9.650000	-0.005859
9.750000	-0.004883
9.850000	-0.005859
9.950000	-0.000977
10.050000	0.006836
10.150000	0.002930
10.250000	-0.000977
10.350000	-0.000977
10.450000	-0.003906
10.550000	0.000000
10.650000	-0.003906
10.750000	-0.003906
10.850000	-0.004883
10.950000	-0.003906
11.050000	-0.004883
11.150000	-0.003906
11.250000	-0.002930
11.350000	-0.003906
11.450000	-0.004883
11.550000	-0.003906
11.650000	-0.003906
11.750000	-0.002930
11.850000	0.004883
11.950000	0.005859
12.050000	0.005859
12.150000	-0.000977
12.250000	-0.001953
12.350000	-0.002930
12.450000	-0.003906
12.550000	-0.001953
12.650000	-0.005859
12.750000	-0.003906
12.850000	-0.004883
12.950000	-0.005859
13.050000	-0.005859
13.150000	-0.005859
13.250000	-0.003906
13.350000	-0.003906
13.450000	-0.003906
13.550000	-0.002930
13.650000	-0.001953
13.750000	0.002930
13.850000	0.004883
13.950000	0.000000
14.050000	-0.001953
14.150000	-0.001953
14.250000	-0.002930
14.350000	-0.006836
14.450000	-0.003906
14.550000	-0.006836
14.650000	-0.007812
14.750000	-0.004883
14.850000	-0.005859
14.950000	-0.009766
15.050000	-0.006836
15.150000	-0.006836
15.250000	-0.005859
15.350000	-0.004883
15.450000	-0.006836
15.550000	-0.003906
15.650000	0.000000
15.750000	0.003906
15.850000	-0.000977
15.950000	-0.004883
16.050000	-0.003906
16.150000	-0.003906
16.250000	-0.006836
16.350000	-0.006836
16.450000	-0.008789
16.550000	-0.008789
16.650000	-0.008789
16.750000	-0.008789
16.850000	-0.009766
16.950000	-0.010742
17.050000	-0.006836
17.150000	-0.008789
17.250000	-0.009766
17.350000	-0.008789
17.450000	-0.008789
17.550000	0.000977
17.650000	0.003906
17.750000	0.000000
17.850000	-0.002930
17.950000	-0.002930
18.050000	-0.003906
18.150000	-0.003906
18.250000	-0.002930
18.350000	-0.004883
18.450000	-0.004883
18.550000	-0.003906
18.650000	-0.004883
18.750000	-0.008789
18.850000	-0.002930
18.950000	-0.003906
19.050000	-0.006836
19.150000	-0.004883
19.250000	-0.004883
19.350000	-0.002930
19.450000	0.000977
19.550000	0.006836
19.650000	0.001953
19.750000	-0.001953
19.850000	-0.001953
19.950000	-0.000977
20.050000	-0.001953
20.150000	-0.002930
20.250000	-0.002930
20.350000	-0.001953
20.450000	-0.002930
20.550000	-0.000977
20.650000	-0.002930
20.750000	-0.003906
20.850000	-0.004883
20.950000	-0.004883
21.050000	-0.003906
21.150000	-0.003906
21.250000	0.001953
21.350000	0.006836
21.450000	0.005859
21.550000	0.002930
21.650000	-0.003906
21.750000	-0.002930
21.850000	-0.002930
21.950000	-0.002930
22.050000	-0.006836
22.150000	-0.007812
22.250000	-0.007812
22.350000	-0.007812
22.450000	-0.005859
22.550000	-0.006836
22.650000	-0.004883
22.750000	-0.005859
22.850000	-0.004883
22.950000	-0.005859
23.050000	-0.004883
23.150000	-0.001953
23.250000	0.003906
23.350000	0.004883
23.450000	0.000977
23.550000	-0.000977
23.650000	-0.003906
23.750000	-0.000977
23.850000	-0.003906
23.950000	-0.005859
24.050000	-0.004883
24.150000	-0.004883
24.250000	-0.005859
24.350000	-0.005859
24.450000	-0.005859
24.550000	-0.003906
24.650000	-0.004883
24.750000	-0.005859
24.850000	-0.007812
24.950000	-0.007812
25.050000	-0.002930
25.150000	0.002930
25.250000	0.004883
25.350000	0.001953
25.450000	-0.000977
25.550000	-0.001953
25.650000	-0.001953
25.750000	-0.002930
25.850000	-0.005859
25.950000	-0.004883
26.050000	-0.002930
26.150000	-0.004883
26.250000	-0.002930
26.350000	-0.002930
26.450000	-0.007812
26.550000	-0.006836
26.650000	-0.004883
26.750000	-0.006836
26.850000	-0.005859
26.950000	-0.001953
27.050000	0.003906
27.150000	0.004883
27.250000	0.000000
27.350000	-0.002930
27.450000	-0.005859
27.550000	-0.003906
27.650000	-0.002930
27.750000	-0.004883
27.850000	-0.002930
27.950000	-0.002930
28.050000	-0.006836
28.150000	-0.004883
28.250000	-0.004883
28.350000	-0.003906
28.450000	-0.008789
28.550000	-0.008789
28.650000	-0.006836
28.750000	-0.006836
28.850000	-0.001953
28.950000	0.002930
29.050000	0.003906
29.150000	0.000977
29.250000	-0.002930
29.350000	-0.003906
29.450000	-0.000977
29.550000	-0.007812
29.650000	-0.004883
